lemma	adverbs	cases	comparatives	short adjectives
råzsypany	A	A	A	B
råzširjeny	A	A	A	B
råzumějemy	A	A	A	B
råzumlivy	A	A	A	B
råzumny	A	A	A	A
råzvodny	A	A	A	A
råzvråtny	A	A	A	A
rđavy	A	A	A	B
realističny	A	A	A	A
reaľny	A	A	A	A
redakcijny	A	A	A	A
rědky	A	A	D	F
rędny	A	A	A	A
regionaľny	A	A	A	A
regularny	A	A	A	A
reklamny	A	A	A	A
religiozny	A	A	A	A
republikansky	A	A	B	C
rěšeny	A	A	A	B
rěšiteljny	A	A	A	A
retoromansky	A	A	B	C
revmatičny	A	A	A	A
revnivy	A	A	A	B
revolucijny	A	A	A	A
rimskokatoličsky	A	A	B	C
rimsky	A	A	B	C
ritmičny	A	A	A	A
rituaľny	A	A	A	A
rizičny	A	A	A	A
ročny	A	A	A	A
rodimy	A	A	A	B
rodinny	A	A	A	A
roditeljsky	A	A	B	C
rodny	A	A	A	A
rodstveny	A	A	A	B
rođeny	A	A	A	B
rogaty	A	A	A	B
romansky	A	A	B	C
romantičny	A	A	A	A
rosijsky	A	A	B	C
rozovy	A	A	A	B
roževy	A	A	A	B
rųčny	A	A	A	A
rudimentarny	A	A	A	A
rudy	A	A	A	B
rumunsky	A	A	B	C
runny	A	A	A	A
rusinsky	A	A	B	C
russky	A	A	B	C
rusy	A	A	A	B
rutensky	A	A	B	C
rutinny	A	A	A	A
sakraľny	A	A	A	A
salvadorsky	A	A	B	C
samobytny	A	A	A	A
samodostatȯčny	A	A	A	A
samoljubny	A	A	A	A
samoråzumny	A	A	A	A
samostojny	A	A	A	A
samotny	A	A	A	A
samoubijny	A	A	A	A
samovoljny	A	A	A	A
samy	A	A	A	B
sangviničny	A	A	A	A
sarkastičny	A	A	A	A
satiričny	A	A	A	A
sdanlivy	A	A	A	B
sdešny	A	A	A	A
seběčny	A	A	A	A
sedmičny	A	A	A	A
sědy	A	A	A	B
sėgdašny	A	A	A	A
segodėnny	A	A	A	A
sėjčasny	A	A	A	A
sekretny	A	A	A	A
seksuaľny	A	A	A	A
sekundarny	A	A	A	A
seliky	A	A	E	B
seľsky	A	A	B	C
semantičny	A	A	A	A
sěmėjny	A	A	A	A
sentimentaľny	A	A	A	A
separatističny	A	A	A	A
seriozny	A	A	A	A
sěry	A	A	A	B
sestersky	A	A	B	C
sětevy	A	A	A	B
sěvernoamerikansky	A	A	B	C
sěvernoevropejsky	A	A	B	C
sěvernoirlandsky	A	A	B	C
sěvernokorejsky	A	A	B	C
sěvernomorsky	A	A	B	C
sěvernoslovinsky	A	A	B	C
sěverny	A	A	A	A
sěveroiztočny	A	A	A	A
sěverovȯzhodny	A	A	A	A
sěverozapadny	A	A	A	A
sezonny	A	A	A	A
sferičny	A	A	A	A
shematičny	A	A	A	A
shodny	A	A	A	A
silabičny	A	A	A	A
siľny	A	A	A	A
simboličny	A	A	A	A
simetričny	A	A	A	A
simpatičny	A	A	A	A
sintetičny	A	A	A	A
sirijsky	A	A	B	C
sistematičny	A	A	A	A
sivy	A	A	A	B
sjedeny	A	A	A	B
sjedinjeny	A	A	A	B
skameněly	A	A	A	B
skandaľny	A	A	A	A
skandinavsky	A	A	B	C
skaredny	A	A	A	A
skeptičny	A	A	A	A
sklonny	A	A	A	A
skory	A	A	A	B
skråćeny	A	A	A	B
skromny	A	A	A	A
skrupulozny	A	A	A	A
skryty	A	A	A	B
skųpy	A	A	A	B
slaboumny	A	A	A	A
slaby	A	A	A	B
slådky	A	A	D	F
slåny	A	A	A	B
slavny	A	A	A	A
slědny	A	A	A	A
slěpy	A	A	A	B
slęzsky	A	A	B	C
slizky	A	A	D	F
slomjeny	A	A	A	B
slovačsky	A	A	B	C
slovenėčsky	A	A	B	C
slovensky	A	A	B	C
slovesny	A	A	A	A
slovjansky	A	A	B	C
slovny	A	A	A	A
složeny	A	A	A	B
slučajny	A	A	A	A
služebny	A	A	A	A
smaženy	A	A	A	B
směly	A	A	A	B
směšany	A	A	A	B
směšny	A	A	A	A
smrščeny	A	A	A	B
smŕteljny	A	A	A	A
smŕteopasny	A	A	A	A
smŕtny	A	A	A	A
smŕtonosny	A	A	A	A
smųćeny	A	A	A	B
smųtny	A	A	A	A
smysľny	A	A	A	A
sněžnoběly	A	A	A	B
sněžny	A	A	A	A
snizhoditeljny	A	A	A	A
snosny	A	A	A	A
snuđeny	A	A	A	B
sobstveny	A	A	A	B
socialdemokratičny	A	A	A	A
socialističny	A	A	A	A
sociaľny	A	A	A	A
sociologičny	A	A	A	A
sočny	A	A	A	A
sȯglåsny	A	A	A	A
sųglåsny	A	A	A	A
solarny	A	A	A	A
solidarny	A	A	A	A
solidny	A	A	A	A
soljeny	A	A	A	B
sȯlnėčny	A	A	A	A
sȯstavny	A	A	A	A
sȯvěstny	A	A	A	A
sovětsky	A	A	B	C
sȯvrěmenny	A	A	A	A
sȯvŕšeny	A	A	A	B
speciaľny	A	A	A	A
specifičny	A	A	A	A
spekulativny	A	A	A	A
spěšny	A	A	A	A
spoćeny	A	A	A	B
spokojny	A	A	A	A
spokrȯvnjeny	A	A	A	B
spoľny	A	A	A	A
spolȯčny	A	A	A	A
spontanny	A	A	A	A
sporadičny	A	A	A	A
sporlivy	A	A	A	B
sporny	A	A	A	A
sportivny	A	A	A	A
sposobny	A	A	A	A
spravědlivy	A	A	A	B
sråmęžlivy	A	A	A	B
sråmny	A	A	A	A
sråmotny	A	A	A	A
sråvnimy	A	A	A	B
sråvniteljny	A	A	A	A
sŕbohrvatsky	A	A	B	C
sŕbolužičsky	A	A	B	C
sŕbskohrvatsky	A	A	B	C
sŕbsky	A	A	B	C
sŕdėčnosȯsųdny	A	A	A	A
sŕdėčny	A	A	A	A
sŕdity	A	A	A	B
srěbristy	A	A	A	B
srěbrny	A	A	A	A
srědnjevěčny	A	A	A	A
srědny	A	A	A	A
srědoběžny	A	A	A	A
srědotěčny	A	A	A	A
srodny	A	A	A	A
srųčny	A	A	A	A
stabiľny	A	A	A	A
stalovy	A	A	A	B
staly	A	A	A	B
standardny	A	A	A	A
staranny	A	A	A	A
starinny	A	A	A	A
starocrkȯvnoslovjansky	A	A	B	C
starodavny	A	A	A	A
starogrėčsky	A	A	B	C
starohebrejsky	A	A	B	C
staromodny	A	A	A	A
staroslovjansky	A	A	B	C
stary	A	A	A	B
statičny	A	A	A	A
statističny	A	A	A	A
statny	A	A	A	A
steklěny	A	A	A	B
steriľny	A	A	A	A
stoličny	A	A	A	A
strahlivy	A	A	A	B
strånny	A	A	A	A
strastny	A	A	A	A
strašeny	A	A	A	B
strašny	A	A	A	A
strategičny	A	A	A	A
stresovy	A	A	A	B
strogy	A	A	F	B
strukturny	A	A	A	A
studeny	A	A	A	B
stvaŕny	A	A	A	A
subjektivny	A	A	A	A
subtiľny	A	A	A	A
sųćstveny	A	A	A	B
sųčasny	A	A	A	A
sųdny	A	A	A	A
suhy	A	A	I	B
sųměstimy	A	A	A	B
sųmniteljny	A	A	A	A
sųmnlivy	A	A	A	B
sųprųžsky	A	A	B	C
sųråzměrny	A	A	A	A
surinamsky	A	A	B	C
surovy	A	A	A	B
surrealističny	A	A	A	A
sųsědny	A	A	A	A
sųsědsky	A	A	B	C
sųsrědotočeny	A	A	A	B
sųtrudničsky	A	A	B	C
suverenny	A	A	A	A
sųvisly	A	A	A	B
sųznačny	A	A	A	A
svaťbeny	A	A	A	B
svęćeny	A	A	A	B
svědomy	A	A	A	B
světlodiodny	A	A	A	A
světly	A	A	A	B
svętȯčny	A	A	A	A
světovy	A	A	A	B
světsky	A	A	B	C
svęty	A	A	A	B
svęzany	A	A	A	B
svinsky	A	A	B	C
svirěpy	A	A	A	B
svobodnomysljny	A	A	A	A
svobodny	A	A	A	A
svojevlastny	A	A	A	A
svojevoljny	A	A	A	A
svojevrěmenny	A	A	A	A
svojsky	A	A	B	C
svråtny	A	A	A	A
svŕhny	A	A	A	A
syrovy	A	A	A	B
syty	A	A	A	B
ščedry	A	A	A	B
ščęstlivy	A	A	A	B
ščęstny	A	A	A	A
šifrovany	A	A	A	B
šikarny	A	A	A	A
široky	A	A	H	B
šizofreničny	A	A	A	A
škodlivy	A	A	A	B
škoľny	A	A	A	A
škotsky	A	A	B	C
šljahetny	A	A	A	A
šokovany	A	A	A	B
šovinističny	A	A	A	A
špansky	A	A	B	C
štučny	A	A	A	A
šumny	A	A	A	A
švedsky	A	A	B	C
švejcarsky	A	A	B	C
sžęty	A	A	A	B
sȯžęty	A	A	A	B
tadžičsky	A	A	B	C
tadžiksky	A	A	B	C
tajemny	A	A	A	A
tajenstveny	A	A	A	B
tajny	A	A	A	A
tajsky	A	A	B	C
takovy	A	A	A	B
taksonomičny	A	A	A	A
taky	A	A	E	B
tatarsky	A	A	B	C
teatraľny	A	A	A	A
tečny	A	A	A	A
tęglivy	A	A	A	B
tehničny	A	A	A	A
tehnologičny	A	A	A	A
telefonny	A	A	A	A
tělesny	A	A	A	A
televizijny	A	A	A	A
tematičny	A	A	A	A
tėmnolavandovy	A	A	A	B
tėmny	A	A	A	A
tėnky	A	A	D	F
teologičny	A	A	A	A
teoretičny	A	A	A	A
teplovaty	A	A	A	B
teply	A	A	A	B
teritoriaľny	A	A	A	A
terorističny	A	A	A	A
těsny	A	A	A	A
tęžky	A	A	D	G
tihy	A	A	I	B
tipičny	A	A	A	A
tipografičny	A	A	A	A
tipologičny	A	A	A	A
tȯčny	A	A	A	A
tolerantny	A	A	A	A
toliky	A	A	E	B
tȯlsty	A	A	A	B
tonaľny	A	A	A	A
tȯnky	A	A	D	F
topografičny	A	A	A	A
totalitarny	A	A	A	A
totaľny	A	A	A	A
totȯžny	A	A	A	A
tradicijny	A	A	A	A
tragičny	A	A	A	A
trajny	A	A	A	A
trakijsky	A	A	B	C
travimy	A	A	A	B
travojedny	A	A	A	A
tŕbušny	A	A	A	A
treningovy	A	A	A	B
trevožny	A	A	A	A
trězvy	A	A	A	B
trgovy	A	A	A	B
trikųtny	A	A	A	A
trilětny	A	A	A	A
triumfaľny	A	A	A	A
triviaľny	A	A	A	A
trivyměrny	A	A	A	A
tropičny	A	A	A	A
tŕpělivy	A	A	A	B
tŕpimy	A	A	A	B
trudny	A	A	A	A
trudoljubivy	A	A	A	B
trvaly	A	A	A	B
tųgy	A	A	F	B
tųpy	A	A	A	B
turečsky	A	A	B	C
turističny	A	A	A	A
turkmensky	A	A	B	C
turkysovy	A	A	A	B
tutčasny	A	A	A	A
tutdėnny	A	A	A	A
tvŕdoglåvy	A	A	A	B
tvŕdy	A	A	A	B
tydnjevy	A	A	A	B
tysęćlětny	A	A	A	A
ubědimy	A	A	A	B
ubědlivy	A	A	A	B
uběđeny	A	A	A	B
ubogy	A	A	F	B
učarovany	A	A	A	B
učebny	A	A	A	A
učeničsky	A	A	B	C
učtivy	A	A	A	B
udačlivy	A	A	A	B
udačny	A	A	A	A
udiviteljny	A	A	A	A
udivjeny	A	A	A	B
udobny	A	A	A	A
udušeny	A	A	A	B
udvojeny	A	A	A	B
ugodny	A	A	A	A
ujgursky	A	A	B	C
ukončeny	A	A	A	B
ukrajinsky	A	A	B	C
ukryty	A	A	A	B
ultrafioletovy	A	A	A	B
uměrjeny	A	A	A	B
uměstny	A	A	A	A
umětničsky	A	A	B	C
umětny	A	A	A	A
umny	A	A	A	A
umorjeny	A	A	A	B
umŕly	A	A	A	C
umrěly	A	A	A	B
umysľny	A	A	A	A
unikaľny	A	A	A	A
universaľny	A	A	A	A
upity	A	A	A	B
upȯlnomoćeny	A	A	A	B
uporny	A	A	A	A
upotrěbimy	A	A	A	B
uprošćeny	A	A	A	B
uraľsky	A	A	B	C
urazlivy	A	A	A	B
uraženy	A	A	A	B
urodlivy	A	A	A	B
urugvajsky	A	A	B	C
uslovny	A	A	A	A
uspěhlivy	A	A	A	B
uspěšny	A	A	A	A
uspokojeny	A	A	A	B
usŕdny	A	A	A	A
ustaljeny	A	A	A	B
ustaly	A	A	A	B
ustanovjeny	A	A	A	B
ustavny	A	A	A	A
ustny	A	A	A	A
ustųpny	A	A	A	A
utilitarny	A	A	A	A
utomljeny	A	A	A	B
utopičny	A	A	A	A
utraćeny	A	A	A	B
utrišny	A	A	A	A
uvažny	A	A	A	A
uvědomjeny	A	A	A	B
uvěrjeny	A	A	A	B
uvularny	A	A	A	A
uzbečsky	A	A	B	C
uzbeksky	A	A	B	C
užasneny	A	A	A	B
užasny	A	A	A	A
vakantny	A	A	A	A
varlivy	A	A	A	B
varvarsky	A	A	B	C
vavilonsky	A	A	B	C
važny	A	A	A	A
včasny	A	A	A	A
včerašny	A	A	A	A
vdęčny	A	A	A	A
večerny	A	A	A	A
věčny	A	A	A	A
vędly	A	A	A	B
vędneny	A	A	A	B
vědomy	A	A	A	B
vegetariansky	A	A	B	C
vegetativny	A	A	A	A
velarny	A	A	A	A
velebny	A	A	A	A
veličstveny	A	A	A	B
velikodušny	A	A	A	A
velikolěpny	A	A	A	A
velikosvetsky	A	A	B	C
veliky	A	A	R	B
velssky	A	A	B	C
vely	A	A	A	B
velžny	A	A	A	A
veneričny	A	A	A	A
venezueľsky	A	A	B	C
venozny	A	A	A	A
verbaľny	A	A	A	A
verifikovajemy	A	A	A	B
věrny	A	A	A	A
věrodostojny	A	A	A	A
věrogodny	A	A	A	A
věrojętny	A	A	A	A
věrolomny	A	A	A	A
věrozakonny	A	A	A	A
vertikaľny	A	A	A	A
vesely	A	A	A	B
veterinaŕny	A	A	A	A
vethy	A	A	I	B
větrny	A	A	A	A
viděny	A	A	A	B
vidimy	A	A	A	B
vidny	A	A	A	A
vietnamsky	A	A	B	C
vikendovy	A	A	A	B
vinny	A	A	A	A
vinogrådny	A	A	A	A
vinovaty	A	A	A	B
virologičny	A	A	A	A
virtuaľny	A	A	A	A
višnjevy	A	A	A	B
vitalističny	A	A	A	A
vizuaľny	A	A	A	A
vključiteljny	A	A	A	A
vkųsny	A	A	A	A
vladny	A	A	A	A
vlåsaty	A	A	A	B
vlastny	A	A	A	A
vlåžny	A	A	A	A
vlivny	A	A	A	A
vněšny	A	A	A	A
vnězemny	A	A	A	A
vnimateljny	A	A	A	A
vnųtrišny	A	A	A	A
vnųtrny	A	A	A	A
vodny	A	A	A	A
vodoodporny	A	A	A	A
vodoråvny	A	A	A	A
vodozemny	A	A	A	A
vojenny	A	A	A	A
vojinsky	A	A	B	C
vokaľny	A	A	A	A
vȯlgky	A	A	S	F
voljny	A	A	A	A
vȯorųženy	A	A	A	B
vȯzbrånjeny	A	A	A	B
vȯzbudimy	A	A	A	B
vȯzbudlivy	A	A	A	B
vȯzbuđeny	A	A	A	B
vȯzduhonosimy	A	A	A	B
vȯzdušny	A	A	A	A
vȯzhodnoevropejsky	A	A	B	C
vȯzhodnoslovjansky	A	A	B	C
vȯzhodny	A	A	A	A
vȯzklicaľny	A	A	A	A
vozny	A	A	A	A
vȯzråstly	A	A	A	B
vȯzvråtny	A	A	A	A
vȯzvyšeny	A	A	A	B
vpaly	A	A	A	B
vpečatlivy	A	A	A	B
vplyvny	A	A	A	A
vrědny	A	A	A	A
vrěmenny	A	A	A	A
vŕhny	A	A	A	A
vŕhovny	A	A	A	A
vrođeny	A	A	A	B
vśakodėnny	A	A	A	A
vśakodnevny	A	A	A	A
vśakogodišny	A	A	A	A
vśaky	A	A	E	B
vsejedny	A	A	A	A
vsekaky	A	A	E	B
vseliky	A	A	E	B
vseprisųtny	A	A	A	A
vseslovjansky	A	A	B	C
vsestrånny	A	A	A	A
vsesvětny	A	A	A	A
vsesvětovy	A	A	A	B
vsežerny	A	A	A	A
vslědny	A	A	A	A
vtorny	A	A	A	A
vųglaty	A	A	A	B
vųgȯljny	A	A	A	A
vųgrsky	A	A	B	C
vulgarny	A	A	A	A
vulkaničny	A	A	A	A
vųzky	A	A	D	F
vvodny	A	A	A	A
vygodny	A	A	A	A
vysokogorsky	A	A	B	C
vysokoparny	A	A	A	A
vysoky	A	A	H	B
vyšny	A	A	A	A
vzadny	A	A	A	A
vzajemny	A	A	A	A
vzorny	A	A	A	A
zabavny	A	A	A	A
zablųdny	A	A	A	A
zabobonny	A	A	A	A
začarovany	A	A	A	B
začasny	A	A	A	A
zadnjepodnebny	A	A	A	A
zadnjeprohodny	A	A	A	A
zadny	A	A	A	A
zadovoliteljny	A	A	A	A
zadovoljeny	A	A	A	B
zadumlivy	A	A	A	B
zagadȯčny	A	A	A	A
zagraničny	A	A	A	A
zagrobny	A	A	A	A
zahvorěly	A	A	A	B
zainteresovany	A	A	A	B
zajęčlivy	A	A	A	B
zajedlivy	A	A	A	B
zajęty	A	A	A	B
zajmlivy	A	A	A	B
zaklęty	A	A	A	B
zakonny	A	A	A	A
zakonodateljny	A	A	A	A
zakonoměrny	A	A	A	A
zakoreněly	A	A	A	B
zakrvavjeny	A	A	A	B
zakulisny	A	A	A	A
zaležny	A	A	A	A
zaljubjeny	A	A	A	B
založny	A	A	A	A
zaměnlivy	A	A	A	B
zamknųty	A	A	A	B
zamoŕsky	A	A	B	C
zamotany	A	A	A	B
zamševy	A	A	A	B
zamysljeny	A	A	A	B
zanepokojeny	A	A	A	B
zaostaly	A	A	A	B
zapadnoevropejsky	A	A	B	C
zapadnoslovjansky	A	A	B	C
zapadny	A	A	A	A
zapozdněly	A	A	A	B
zapušćeny	A	A	A	B
zarazny	A	A	A	A
zarđavěly	A	A	A	B
zasluženy	A	A	A	B
zaspany	A	A	A	B
zasråmjeny	A	A	A	B
zastarěly	A	A	A	B
zatųhly	A	A	A	B
zatvorjeny	A	A	A	B
zautrišny	A	A	A	A
zavětrny	A	A	A	A
zavidny	A	A	A	A
zavisny	A	A	A	A
zavistny	A	A	A	A
zavråtny	A	A	A	A
zavzęty	A	A	A	B
zdråvy	A	A	A	B
zeleny	A	A	A	B
zemisty	A	A	A	B
zemjany	A	A	A	B
zemnovodny	A	A	A	A
zemny	A	A	A	A
zemsky	A	A	B	C
zimny	A	A	A	A
zimovy	A	A	A	B
zlåtisty	A	A	A	B
zlåtousty	A	A	A	B
zlåty	A	A	A	B
zlobny	A	A	A	A
zlonaměrny	A	A	A	A
zloradny	A	A	A	A
zlostlivy	A	A	A	B
zloumysľny	A	A	A	A
zlověstny	A	A	A	A
zly	A	A	T	H
značimy	A	A	A	B
značny	A	A	A	A
znajemy	A	A	A	B
znamenity	A	A	A	B
znany	A	A	A	B
znatny	A	A	A	A
zodiakaľny	A	A	A	A
zonaľny	A	A	A	A
zoologičny	A	A	A	A
zrěly	A	A	A	B
zvěŕsky	A	A	B	C
zvězdny	A	A	A	A
zvųčny	A	A	A	A
žalostny	A	A	A	A
žarky	A	A	D	F
žędny	A	A	A	A
želězničny	A	A	A	A
želězny	A	A	A	A
žensky	A	A	B	C
žestoky	A	A	H	B
židovsky	A	A	B	C
žiľny	A	A	A	A
žiťjeopasny	A	A	A	A
žiťjesposobny	A	A	A	A
životinsky	A	A	B	C
živy	A	A	A	B
žȯlty	A	A	A	B
žoviaľny	A	A	A	A
žravy	A	A	A	B
žrtveny	A	A	A	B
kosmopolitičny	A	A	A	A
-cilindrovy	A	A	A	B
abonentsky	A	A	B	C
abstinentny	A	A	A	A
adaptacijny	A	A	A	A
admiraĺsky	A	A	B	C
adresny	A	A	A	A
advokatsky	A	A	B	C
agenturny	A	A	A	A
agitacijny	A	A	A	A
akacijevy	A	A	A	B
aksiomatičny	A	A	A	A
altajsky	A	A	B	C
amortizacijny	A	A	A	A
amplitudny	A	A	A	A
ananasovy	A	A	A	B
androginny	A	A	A	A
angarsky	A	A	B	C
animacijny	A	A	A	A
antifašistsky	A	A	B	C
antikorupcijny	A	A	A	A
antikrizovy	A	A	A	B
antikvarny	A	A	A	A
antioksidantny	A	A	A	A
antireligiozny	A	A	A	A
antiseptičny	A	A	A	A
antiterorističny	A	A	A	A
apeninsky	A	A	B	C
aptečny	A	A	A	A
aragonsky	A	A	B	C
aramejsky	A	A	B	C
arijsky	A	A	B	C
artilerijsky	A	A	B	C
basovy	A	A	A	B
dymny	A	A	A	A
uličny	A	A	A	A
antisovětsky	A	A	B	C
aptekaŕsky	A	A	B	C
akrilovy	A	A	A	B
asinhronny	A	A	A	A
asketičny	A	A	A	A
askorbinovy	A	A	A	B
asteničny	A	A	A	A
atamansky	A	A	B	C
auditorsky	A	A	B	C
avtobusny	A	A	A	A
avangardny	A	A	A	A
avarsky	A	A	B	C
baletny	A	A	A	A
balkarsky	A	A	B	C
absorbcijny	A	A	A	A
bambusovy	A	A	A	B
baptistsky	A	A	B	C
Bělgradsky	A	A	B	C
běloglåvy	A	A	A	B
benzinovy	A	A	A	B
bermudsky	A	A	B	C
bezcěnny	A	A	A	A
bezdymny	A	A	A	A
bezpilotny	A	A	A	A
bibliotečny	A	A	A	A
blogersky	A	A	B	C
boljševistsky	A	A	B	C
bukmekersky	A	A	B	C
centralizovany	A	A	A	B
detektivny	A	A	A	A
difuzny	A	A	A	A
disidentsky	A	A	B	C
dokumentovany	A	A	A	B
dolarovy	A	A	A	B
dȯlgovlåsy	A	A	A	B
dunajsky	A	A	B	C
dvulitrovy	A	A	A	B
dvuměstny	A	A	A	A
dvumetrovy	A	A	A	B
dvurųčny	A	A	A	A
džazovy	A	A	A	B
džinsovy	A	A	A	B
egzistencijaĺny	A	A	A	A
ekspresivny	A	A	A	A
ekstensivny	A	A	A	A
dominantny	A	A	A	A
eshatologičny	A	A	A	A
gangstersky	A	A	B	C
generaĺsky	A	A	B	C
gibraltarsky	A	A	B	C
glåsovy	A	A	A	B
glųbokovodny	A	A	A	A
gnězdovy	A	A	A	B
gvinejsky	A	A	B	C
havajsky	A	A	B	C
hidrofobny	A	A	A	A
hidrologičny	A	A	A	A
himalajsky	A	A	B	C
historiografičny	A	A	A	A
holivudsky	A	A	B	C
holografičny	A	A	A	A
hongkongsky	A	A	B	C
hotelovy	A	A	A	B
impulsny	A	A	A	A
iniciativny	A	A	A	A
integracijny	A	A	A	A
integraĺny	A	A	A	A
bezposrědnji	B	B	C	E
blizši	B	B	C	D
bližnji	B	B	C	E
bobŕji	B	B	C	C
bogatši	B	B	C	D
božji	B	B	C	C
byčji	B	B	C	C
byvši	B	B	C	D
ćuđi	B	B	C	D
člověčji	B	B	C	C
daljnji	B	B	C	C
delfińji	B	B	C	C
děvičji	B	B	C	C
dnėšnji	B	B	C	E
domašnji	B	B	C	E
gaďji	B	B	C	C
glųbši	B	B	C	D
godišnji	B	B	C	E
golųbji	B	B	C	C
gorši	B	B	C	D
govęďji	B	B	C	C
gųśji	B	B	C	C
izkonavči	B	B	C	C
izlišnji	B	B	C	E
jagnęťji	B	B	C	C
jednogodišnji	B	B	C	E
jeleńji	B	B	C	C
jesennji	B	B	C	E
jutrišnji	B	B	C	E
koźji	B	B	C	C
krasivši	B	B	C	D
kråvji	B	B	C	C
krvavši	B	B	C	D
kuŕji	B	B	C	C
labęďji	B	B	C	C
legši	B	B	C	D
lětnji	B	B	C	E
lėvji	B	B	C	C
liśji	B	B	C	C
loši	B	B	C	D
lučši	B	B	C	D
medvěďji	B	B	C	C
mėnši	B	B	C	D
mlådši	B	B	C	D
mråvji	B	B	C	C
najstarějši	B	B	C	D
najstarši	B	B	C	D
neposrědnji	B	B	C	E
nizši	B	B	C	D
nyněšnji	B	B	C	E
onȯgdašnji	B	B	C	E
orľji	B	B	C	C
pčeľji	B	B	C	C
pěši	B	B	C	D
poprědnji	B	B	C	E
poslědnji	B	B	C	E
posrědnji	B	B	C	E
povsednji	B	B	C	E
povyši	B	B	C	D
prědnji	B	B	C	E
prědposlědnji	B	B	C	E
prědšedši	B	B	C	D
prošedši	B	B	C	D
prošlogodišnji	B	B	C	E
ptačji	B	B	C	C
ptičji	B	B	C	C
råboči	B	B	C	C
rannji	B	B	C	E
ranši	B	B	C	D
ryđi	B	B	C	D
sdešnji	B	B	C	E
sėgdašnji	B	B	C	E
seksi	B	E	C	K
sinji	B	B	C	C
srědnji	B	B	C	E
starějši	B	B	C	D
starši	B	B	C	D
svěži	B	B	C	D
širši	B	B	C	D
tamošnji	B	B	C	E
tutȯšnji	B	B	C	E
tvorčji	B	B	C	C
utrišnji	B	B	C	E
včerašnji	B	B	C	E
vněšnji	B	B	C	E
vnųtrišnji	B	B	C	E
vojevničji	B	B	C	C
vśakogodišnji	B	B	C	E
vysši	B	B	C	D
zabolěvši	B	B	C	D
zadnji	B	B	C	E
zautrišnji	B	B	C	E
zmiji	B	B	C	C
žučji	B	B	C	C
duži	B	B	C	D
bezpokojęći	C	B	C	D
boljši	C	B	B	C
bųdųći	C	B	C	D
cvětųći	C	B	C	D
daljši	C	B	B	C
deprimujųći	C	B	C	D
divnějši	C	B	B	C
dobro informovany	C	A	B	B
dobro obdarjeny	C	A	B	B
dobro orųdovany	C	A	B	B
dobro osvědomjeny	C	A	B	B
goręći	C	B	C	D
hlådnějši	C	B	B	C
imponujųći	C	B	C	D
imųći	C	B	C	D
intrigujųći	C	B	C	D
izvinjajųći	C	B	C	D
krajno opasny	C	A	B	A
krasnějši	C	B	B	C
lěpši	C	B	B	C
mogųći	C	B	C	D
najblizši	C	B	B	C
najbogatši	C	B	B	C
najboljši	C	B	B	C
najdaljši	C	B	B	C
najdivnějši	C	B	B	C
najglųbši	C	B	B	C
najgorši	C	B	B	C
najhlådnějši	C	B	B	C
najkrasivši	C	B	B	C
najkrasnějši	C	B	B	C
najkrvavši	C	B	B	C
najlegši	C	B	B	C
najlěpši	C	B	B	C
najlučši	C	B	B	C
najmękši	C	B	B	C
najmėnši	C	B	B	C
najnizši	C	B	B	C
najnovějši	C	B	B	C
najpozdnějši	C	B	B	C
najprostějši	C	B	B	C
najranši	C	B	B	C
najvęćši	C	B	B	C
najveliky	C	A	B	B
najzimnějši	C	B	B	C
najzly	C	A	B	H
nastojęći	C	B	C	D
nastųpajųći	C	B	C	D
nedějųći	C	B	C	D
nejestvujųći	C	B	C	D
niščęći	C	B	C	D
obći	C	B	C	D
odgovarjajųći	C	B	C	D
omŕžajųći	C	B	C	D
osnovany na	C	A	B	B
po svaťbě povęzany	C	A	B	B
počętkujųći	C	B	C	D
podpirany od	C	A	B	B
pȯlny naděje	C	A	B	B
ponižajųći	C	B	C	D
pozdnějši	C	B	B	C
prědstojęći	C	B	C	D
prěvažajųći	C	B	C	D
prěznačeny za	C	A	B	B
prostějši	C	B	B	C
råzvivajųći	C	B	C	D
rěšajųći	C	B	C	D
seksuaľno privlěkateljny	C	A	B	A
slědujųći	C	B	C	D
sųći	C	B	C	D
svŕbęći	C	B	C	D
šokujųći	C	B	C	D
tako rěčeny	C	A	B	B
tako zvany	C	A	B	B
tekųći	C	B	C	D
uběđajųći	C	B	C	D
udivjajųći	C	B	C	D
umarjajųći	C	B	C	D
unižajųći	C	B	C	D
vęćši	C	B	B	C
veličejši	C	B	B	C
vsemogųći	C	B	C	D
vsevědųći	C	B	C	D
vseznajųći	C	B	C	D
vyše veliky	C	A	B	B
zahvaćajųći	C	B	C	D
zaměšivajųći	C	B	C	D
zimnějši	C	B	B	C
zlověšći	C	B	C	D
žędajųći	C	B	C	D
babin	D	C	G	C
bratov	D	C	G	C
črtov	D	C	G	C
dědov	D	C	G	C
kråljev	D	C	G	C
mamin	D	C	G	C
materin	D	C	G	C
mųžev	D	C	G	C
rad	D	C	G	C
bezpomoćny	E	A	A	A
moćny	E	A	A	A
nasųćny	E	A	A	A
nemoćny	E	A	A	A
nepomoćny	E	A	A	A
noćny	E	A	A	A
pomoćny	E	A	A	A
dȯlžėn	F	D	K	C
povinėn	F	D	K	C
